sku,gender,category,sub_category,article_type,base_colour,season,year,usage,product_display_name,attributes,image_url,price,msrp,currency,review_count,ratings,brand
SKU001091,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Ferrari Replica Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1091.jpg,1807,2557,INR,244,3.8,Puma
SKU001092,Unisex,Accessories,Bags,Handbags,Black,Winter,2013.0,Casual,Unisex Black Foundation Shoulder Bag,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1092.jpg,2655,3796,INR,1085,4.7,Puma
SKU001093,Unisex,Accessories,Bags,Backpacks,Black,Winter,2011.0,Casual,Unisex Big Cat Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1093.jpg,3222,3587,INR,651,4.6,Puma
SKU001094,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Unisex Big Cat Grey Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1094.jpg,2328,3019,INR,714,3.7,Puma
SKU001095,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011.0,Casual,Unisex Big Cat Red Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1095.jpg,2279,2814,INR,979,4.3,Puma
SKU001096,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Echo Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1096.jpg,1968,2333,INR,490,4.6,Puma
SKU001097,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Deck Black Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1097.jpg,1440,2262,INR,1036,4.6,Puma
SKU001098,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011.0,Casual,Unisex Deck Red Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1098.jpg,1398,2012,INR,850,4.5,Puma
SKU001099,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2011.0,Casual,Unisex Deck Navy Blue Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1099.jpg,2346,2816,INR,511,4.5,Puma
SKU001100,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Grit Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1100.jpg,2862,3337,INR,1072,4.6,Puma
SKU001101,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Blaze Black Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1101.jpg,2251,3386,INR,1159,4.8,Puma
SKU001102,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Blaze Black Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1102.jpg,2427,3049,INR,895,4.6,Puma
SKU001103,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011.0,Casual,Unisex Traction Green Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1103.jpg,3385,4536,INR,609,4.3,Puma
SKU001104,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Men Bermudas Black Shorts,"{'material': 'Cotton', 'sizes': '32, 34, 36, 38, 40, 42'}",product_images/product1104.jpg,2802,3863,INR,1012,3.7,Puma
SKU001105,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Men N0 1Logo Open Grey Track Pants,"{'material': 'Stretch Cotton', 'sizes': '32, 34, 36, 38, 40, 42'}",product_images/product1105.jpg,3701,4698,INR,614,4.1,Puma
SKU001106,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Men Ess woven White Shorts,"{'material': 'Polyester', 'sizes': '32, 34, 36, 38, 40, 42'}",product_images/product1106.jpg,3383,4455,INR,1052,4.5,Puma
SKU001107,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Men's Ess Woven Grey Shorts,"{'material': 'Polyester', 'sizes': '32, 34, 36, 38, 40, 42'}",product_images/product1107.jpg,1998,3138,INR,132,4.1,Puma
SKU001108,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Unisex Core Shoulder Black Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1108.jpg,3371,3767,INR,432,4.2,Puma
SKU001109,Unisex,Accessories,Accessories,Travel Accessory,Black,Fall,2011.0,Casual,Unisex Big Cat Shoe Bag Black Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1109.jpg,3123,3819,INR,137,3.8,Puma
SKU001110,Women,Accessories,Bags,Backpacks,Purple,Fall,2011.0,Casual,Women Fitness Large Hobo Purple Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1110.jpg,3685,4509,INR,846,3.6,Puma
SKU001111,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Unisex Echo Grey Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1111.jpg,950,1896,INR,484,4.5,Puma
SKU001112,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Unisex Echo Pink Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1112.jpg,3853,4260,INR,1077,4.2,Puma
SKU001113,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Unisex Deck Pink Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1113.jpg,2169,2966,INR,1095,4.5,Puma
SKU001114,Women,Accessories,Bags,Handbags,Charcoal,Fall,2011.0,Casual,Women Charcoal Jamaica Lifestyle Handbag,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1114.jpg,1114,1447,INR,312,3.9,Puma
SKU001115,Women,Accessories,Bags,Handbags,Grey,Fall,2011.0,Casual,Women Grey Jamaica Lifestyle Handbag,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1115.jpg,3911,4690,INR,432,4.4,Puma
SKU001116,Women,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Women Black Core Lite Grip Duffle Bag,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1116.jpg,3476,3793,INR,233,4.3,Puma
SKU001117,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Flow Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1117.jpg,949,1923,INR,224,4.1,Puma
SKU001118,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Unisex Flow Grey Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1118.jpg,3914,4384,INR,915,3.8,Puma
SKU001119,Unisex,Accessories,Bags,Backpacks,Purple,Fall,2011.0,Casual,Unisex Flow Purple Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1119.jpg,2498,3493,INR,340,3.7,Puma
SKU001120,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Unisex Flow Grey Black Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1120.jpg,3037,3637,INR,999,4.4,Puma
SKU001121,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Unisex Ferrari LS Portable Black Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1121.jpg,1558,2412,INR,968,3.9,Puma
SKU001122,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Women Ferrari LS Shopper Black Handbags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1122.jpg,2700,3641,INR,148,4.3,Puma
SKU001123,Unisex,Accessories,Bags,Handbags,Pink,Fall,2011.0,Casual,Unisex Dazzle Shopper Pink Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1123.jpg,3324,3745,INR,1174,4.6,Puma
SKU001124,Unisex,Accessories,Bags,Handbags,Yellow,Fall,2011.0,Casual,Unisex Yellow Sling Bag,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1124.jpg,3706,4378,INR,599,4.6,Puma
SKU001125,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Women USP Chest Cat Fuchsia T-shirt,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1125.jpg,2996,3759,INR,1021,4.5,Puma
SKU001126,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Men Cover magic Purple Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1126.jpg,1444,2421,INR,830,4.6,Puma
SKU001127,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Women Wow White Tshirts,"{'material': 'Cotton', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1127.jpg,1433,2432,INR,228,4.3,Puma
SKU001128,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Men Ducati heritage Black Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1128.jpg,3852,4848,INR,977,4.1,Puma
SKU001129,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Men Black Solid Sports T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1129.jpg,2188,2970,INR,300,4.1,Puma
SKU001130,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Men Blue Solid T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1130.jpg,2408,2958,INR,209,4.5,Puma
SKU001131,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Women Opulence Logo Plus Purple T-Shirts,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1131.jpg,3838,4543,INR,387,4.5,Puma
SKU001132,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Women Large Logo Purple Tshirts,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1132.jpg,3229,3642,INR,563,4.0,Puma
SKU001133,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Men White Printed Punk Logo T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1133.jpg,1458,2347,INR,769,4.4,Puma
SKU001134,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Unisex Core Shopper Black Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1134.jpg,961,2146,INR,957,3.9,Puma
SKU001135,Unisex,Accessories,Bags,Handbags,Pink,Fall,2011.0,Casual,Unisex Core Shopper Pink Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1135.jpg,3460,4580,INR,988,3.7,Puma
SKU001136,Unisex,Accessories,Bags,Handbags,Green,Fall,2011.0,Casual,Unisex Core Shoulder Green Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1136.jpg,3351,3984,INR,361,4.1,Puma
SKU001137,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Unisex Big Cat Large Black Backpacks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1137.jpg,1475,1841,INR,303,3.9,Puma
SKU001138,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Unisex Fitness Pink Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1138.jpg,1926,3018,INR,741,3.8,Puma
SKU001139,Women,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Women Fitness Large Hobo Black Backpacks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1139.jpg,2060,3205,INR,190,4.8,Puma
SKU001140,Unisex,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Unisex Dizzy Barrel Black Duffle Bag,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1140.jpg,2646,3672,INR,409,4.6,Puma
SKU001141,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Unisex Dizzy Shopper Black Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1141.jpg,3102,4258,INR,1167,4.6,Puma
SKU001142,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Women Core Lite Shopper Black Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1142.jpg,2306,2950,INR,332,4.1,Puma
SKU001143,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Women Core Lite Shopper White Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1143.jpg,2998,3652,INR,1057,4.2,Puma
SKU001144,Women,Accessories,Bags,Duffel Bag,White,Fall,2011.0,Casual,Women Core Lite Grip White Duffle Bag,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1144.jpg,3670,4751,INR,150,4.2,Puma
SKU001145,Unisex,Accessories,Bags,Handbags,Red,Fall,2011.0,Casual,Unisex Ferrari LS Portable Red Bags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1145.jpg,1891,2224,INR,1159,3.9,Puma
SKU001146,Unisex,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Unisex Ferrari LS Weekender Black Duffle Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1146.jpg,3751,4669,INR,856,3.7,Puma
SKU001147,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Women Ferrari LS Black Handbags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1147.jpg,2629,3581,INR,166,4.7,Puma
SKU001148,Women,Accessories,Bags,Handbags,Red,Fall,2011.0,Casual,Women Ferrari LS Red Handbags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1148.jpg,1419,2577,INR,246,3.9,Puma
SKU001149,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Women Ferrari LS White Handbags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1149.jpg,3633,4122,INR,88,3.8,Puma
SKU001150,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Women Ferrari LS Shopper White Handbags,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product1150.jpg,1159,2282,INR,959,4.5,Puma
SKU001151,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Unisex Dazzle Shopper Black Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1151.jpg,1857,2515,INR,1119,4.3,Puma
SKU001152,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Women Black Avenue Shopper Handbag,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1152.jpg,3719,4329,INR,1153,4.2,Puma
SKU001153,Women,Accessories,Bags,Handbags,Purple,Fall,2011.0,Casual,Women Avenue Shopper Purple Bag,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1153.jpg,1099,1528,INR,528,4.6,Puma
SKU001154,Unisex,Accessories,Bags,Handbags,Green,Fall,2011.0,Casual,Unisex Originals Mono Flight Green Bags,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1154.jpg,3477,4618,INR,323,4.6,Puma
SKU001155,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2011.0,Sports,Men Runtone Action Brown Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1155.jpg,2533,3302,INR,761,4.7,Reebok
SKU001156,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Men Premier ultra 8 U-form Silver Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1156.jpg,3002,3607,INR,623,3.6,Reebok
SKU001157,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Men Raceon White Sports Shoes,"{'material': 'Leather', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1157.jpg,941,2106,INR,866,4.0,Reebok
SKU001158,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men ferrari Black Polo Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1158.jpg,3898,4970,INR,216,4.1,Puma
SKU001159,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Ferrari Logo Black Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1159.jpg,2484,3219,INR,992,3.7,Puma
SKU001160,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Men Heroes Party Graphic Blue Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1160.jpg,2517,3492,INR,1026,4.6,Puma
SKU001161,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Men Heroes Graphic Green Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1161.jpg,3454,3928,INR,111,3.6,Puma
SKU001162,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Heroes Graphic Black Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1162.jpg,3158,3587,INR,141,3.9,Puma
SKU001163,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Social Sport Black Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1163.jpg,1752,2082,INR,33,3.6,Puma
SKU001164,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Mns Body Train Black Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1164.jpg,3033,3404,INR,801,4.3,Puma
SKU001165,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Usain Bolt Black Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1165.jpg,2084,2785,INR,839,4.1,Puma
SKU001166,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Men Motorsport Navy Blue Shirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1166.jpg,3448,3820,INR,872,4.7,Puma
SKU001167,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Women Trunk Black Shorts,"{'material': 'Polyester', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product1167.jpg,954,1583,INR,556,3.9,Puma
SKU001168,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Kids Kkr Boy's Premium Blue Jerseys,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1168.jpg,2907,3644,INR,236,4.2,Reebok
SKU001169,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Men Tshirt Trning White Polo Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1169.jpg,2541,3309,INR,279,4.6,Puma
SKU001170,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Large logo tee Black Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1170.jpg,1332,2504,INR,817,3.7,Puma
SKU001171,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Black Polo Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1171.jpg,2337,3397,INR,931,3.8,Puma
SKU001172,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Men motor sport tee White Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1172.jpg,3268,4355,INR,276,4.6,Puma
SKU001173,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Men graphic story tee White Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1173.jpg,3020,4105,INR,1036,4.4,Puma
SKU001174,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Men runhard tee Grey Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1174.jpg,2511,3355,INR,1146,3.9,Puma
SKU001175,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Men spine tee Yellow Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1175.jpg,2966,3479,INR,189,3.9,Puma
SKU001176,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Men shield tee Yellow Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1176.jpg,1171,1978,INR,629,4.2,Puma
SKU001177,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Men ducati logo tee Yellow Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1177.jpg,2383,3216,INR,415,4.5,Puma
SKU001178,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men midrange tee Black Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1178.jpg,1048,1558,INR,51,3.9,Puma
SKU001179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Men punk logo tee Yellow Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1179.jpg,3946,5121,INR,486,4.4,Puma
SKU001180,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Men lifestyle graphitti White Tshirts,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1180.jpg,2787,3754,INR,1019,4.2,Puma
SKU001181,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men Large logo tee Black Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1181.jpg,1400,2412,INR,264,4.8,Puma
SKU001182,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Women Large logo tee Pink Tshirts,"{'material': 'Cotton', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1182.jpg,2556,2931,INR,111,4.7,Puma
SKU001183,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Women bling blink tee White Tshirts,"{'material': 'Cotton Blend', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1183.jpg,2401,3507,INR,1187,4.1,Puma
SKU001184,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Women poster tee White Tshirts,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1184.jpg,1399,1810,INR,1011,4.5,Puma
SKU001185,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Women cat line tee Purple Tshirts,"{'material': 'Cotton', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1185.jpg,2537,2873,INR,1151,4.1,Puma
SKU001186,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Men runhard tee Black Tshirts,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1186.jpg,1296,2164,INR,41,4.5,Puma
SKU001187,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Men ducati heritage logo tee Red Tshirts,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product1187.jpg,3482,3821,INR,886,4.2,Puma
SKU001188,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Women Large logo tee Black Tshirts,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product1188.jpg,2652,3490,INR,432,4.2,Puma
SKU001189,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Men Speed Mode White Sports Shoes,"{'material': 'Leather', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1189.jpg,1858,2392,INR,904,4.4,Reebok
SKU001190,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Unisex Twist Black Sandals,"{'material': 'Leather', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1190.jpg,2950,3708,INR,982,4.0,Reebok
SKU001191,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Men Run Sheer Black Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1191.jpg,977,1475,INR,46,4.0,Reebok
SKU001192,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Men Zigdynamic White Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1192.jpg,2852,3677,INR,1152,4.5,Reebok
SKU001193,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Women Aviator Grey Sports Shoes,"{'material': 'Leather', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1193.jpg,3191,3955,INR,1152,4.5,Reebok
SKU001194,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Men Hanavi II Green Flip Flops,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product1194.jpg,3408,4379,INR,631,4.4,Reebok
SKU001195,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Men Racehound Silver Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1195.jpg,2399,2947,INR,836,3.8,Reebok
SKU001196,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Women Raceon Silver Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1196.jpg,3150,3904,INR,560,4.7,Reebok
SKU001197,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Men Racehound Silver Sports Shoes,"{'material': 'Mesh', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1197.jpg,1068,2252,INR,979,4.4,Reebok
SKU001198,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Men Racehound White Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1198.jpg,3628,4472,INR,296,3.8,Reebok
SKU001199,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Men Reeflex Run Blue Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1199.jpg,1826,2736,INR,1008,4.8,Reebok
SKU001200,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Women Reeflex Run Blue Sports Shoes,"{'material': 'Mesh', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1200.jpg,2559,3515,INR,765,3.9,Reebok
SKU001201,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Men Reeflex Run White Sports Shoes,"{'material': 'Mesh', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product1201.jpg,995,1917,INR,157,3.9,Reebok
