idempotency_key,result,created_at
idemp_PAY000195,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 19154.61, ""method"": ""card""}",2025-11-27T07:35:38.925174
idemp_PAY000196,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9746.09, ""method"": ""upi""}",2025-11-19T11:51:38.925698
idemp_PAY000197,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 21227.92, ""method"": ""upi""}",2025-12-06T04:57:38.926274
idemp_PAY000198,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5732.5, ""method"": ""cod""}",2025-12-04T02:16:38.926756
idemp_PAY000199,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 19410.83, ""method"": ""upi""}",2025-11-20T16:31:38.927335
idemp_PAY000200,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12662.5, ""method"": ""card""}",2025-11-26T11:04:38.927906
idemp_PAY000201,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9176.03, ""method"": ""cod""}",2025-11-21T17:50:38.928444
idemp_PAY000202,"{""status"": ""refunded"", ""object"": ""payment"", ""amount"": 9826.49, ""method"": ""cod""}",2025-11-24T05:16:38.928977
idemp_PAY000203,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 9826.49, ""method"": ""cod""}",2025-11-24T05:22:38.928977
idemp_PAY000204,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12745.34, ""method"": ""upi""}",2025-11-25T17:33:38.929546
idemp_PAY000205,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12175.63, ""method"": ""card""}",2025-11-17T20:03:38.930124
idemp_PAY000206,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12175.64, ""method"": ""wallet""}",2025-11-17T20:05:38.930124
idemp_PAY000207,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6659.63, ""method"": ""upi""}",2025-12-04T05:13:38.930592
idemp_PAY000208,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 13726.59, ""method"": ""upi""}",2025-11-30T06:57:38.931069
idemp_PAY000209,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5746.23, ""method"": ""upi""}",2025-11-22T09:40:38.931556
idemp_PAY000210,"{""status"": ""refunded"", ""object"": ""payment"", ""amount"": 5746.24, ""method"": ""card""}",2025-11-22T09:37:38.931556
idemp_PAY000211,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4590.43, ""method"": ""card""}",2025-11-24T15:54:38.932134
idemp_PAY000212,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4590.43, ""method"": ""upi""}",2025-11-24T16:22:38.932134
idemp_PAY000213,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3259.8, ""method"": ""netbanking""}",2025-11-15T22:25:38.932548
idemp_PAY000214,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 18960.66, ""method"": ""upi""}",2025-11-15T14:21:38.933020
idemp_PAY000215,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4208.97, ""method"": ""card""}",2025-12-01T15:54:38.933540
idemp_PAY000216,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 4208.96, ""method"": ""wallet""}",2025-12-01T16:30:38.933540
idemp_PAY000217,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 9169.78, ""method"": ""card""}",2025-11-29T21:23:38.934069
idemp_PAY000218,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 20666.79, ""method"": ""card""}",2025-12-06T12:27:38.934586
idemp_PAY000219,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 18313.56, ""method"": ""netbanking""}",2025-11-24T13:48:38.935162
idemp_PAY000220,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 20989.58, ""method"": ""wallet""}",2025-11-26T15:12:38.935727
idemp_PAY000221,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 18730.81, ""method"": ""card""}",2025-11-11T00:13:38.936299
idemp_PAY000222,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5801.38, ""method"": ""card""}",2025-11-22T10:14:38.936765
idemp_PAY000223,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14430.95, ""method"": ""card""}",2025-11-20T13:43:38.937336
idemp_PAY000224,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 20803.08, ""method"": ""cod""}",2025-11-18T16:12:38.937890
idemp_PAY000225,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 36606.52, ""method"": ""wallet""}",2025-11-20T20:30:38.938477
idemp_PAY000226,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2778.4, ""method"": ""upi""}",2025-11-26T12:43:38.938960
idemp_PAY000227,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2778.41, ""method"": ""card""}",2025-11-26T12:18:38.938960
idemp_PAY000228,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1580.54, ""method"": ""card""}",2025-11-12T05:44:38.939350
idemp_PAY000229,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 11494.11, ""method"": ""upi""}",2025-11-22T22:51:38.939857
idemp_PAY000230,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6777.73, ""method"": ""card""}",2025-11-24T23:26:38.940340
idemp_PAY000231,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8647.74, ""method"": ""cod""}",2025-11-29T20:14:38.940853
idemp_PAY000232,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 24288.46, ""method"": ""upi""}",2025-11-27T19:35:38.941504
idemp_PAY000233,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9367.77, ""method"": ""wallet""}",2025-12-06T01:02:38.942072
idemp_PAY000234,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15838.37, ""method"": ""upi""}",2025-11-18T23:53:38.942877
idemp_PAY000235,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12312.63, ""method"": ""cod""}",2025-11-28T06:57:38.943519
idemp_PAY000236,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9470.21, ""method"": ""upi""}",2025-11-26T23:30:38.944150
idemp_PAY000237,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4623.7, ""method"": ""netbanking""}",2025-12-02T06:33:38.944616
idemp_PAY000238,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8078.34, ""method"": ""card""}",2025-11-07T16:10:38.945109
idemp_PAY000239,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 6212.42, ""method"": ""card""}",2025-11-06T13:29:38.945586
idemp_PAY000240,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 21979.91, ""method"": ""upi""}",2025-11-07T06:22:38.946125
idemp_PAY000241,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 11324.43, ""method"": ""cod""}",2025-11-10T02:25:38.946641
idemp_PAY000242,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5335.86, ""method"": ""wallet""}",2025-11-10T16:44:38.947091
idemp_PAY000243,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 8546.04, ""method"": ""card""}",2025-11-12T12:17:38.947647
idemp_PAY000244,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3664.33, ""method"": ""card""}",2025-11-11T02:41:38.948173
idemp_PAY000245,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 3664.33, ""method"": ""wallet""}",2025-11-11T02:27:38.948173
idemp_PAY000246,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16275.65, ""method"": ""upi""}",2025-11-22T22:44:38.948703
idemp_PAY000247,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 8682.02, ""method"": ""upi""}",2025-11-08T20:52:38.949274
idemp_PAY000248,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 14425.53, ""method"": ""upi""}",2025-11-20T09:51:38.949863
idemp_PAY000249,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4594.77, ""method"": ""netbanking""}",2025-11-15T15:53:38.950287
idemp_PAY000250,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4594.78, ""method"": ""cod""}",2025-11-15T15:21:38.950287
idemp_PAY000251,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12764.35, ""method"": ""upi""}",2025-11-29T10:06:38.950817
idemp_PAY000252,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4991.52, ""method"": ""upi""}",2025-11-15T18:49:38.951249
idemp_PAY000253,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 8436.35, ""method"": ""card""}",2025-11-27T20:21:38.951732
idemp_PAY000254,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15323.94, ""method"": ""card""}",2025-11-09T12:55:38.952321
idemp_PAY000255,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 9030.58, ""method"": ""upi""}",2025-11-20T01:03:38.952851
idemp_PAY000256,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 5222.45, ""method"": ""card""}",2025-11-15T16:20:38.953350
idemp_PAY000257,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 2248.85, ""method"": ""upi""}",2025-12-01T23:27:38.953770
idemp_PAY000258,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1751.9, ""method"": ""card""}",2025-12-03T20:53:38.954190
idemp_PAY000259,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3900.18, ""method"": ""card""}",2025-11-08T16:48:38.954655
idemp_PAY000260,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12469.94, ""method"": ""cod""}",2025-11-26T22:19:38.955255
idemp_PAY000261,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6583.58, ""method"": ""card""}",2025-11-29T18:20:38.955669
idemp_PAY000262,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 10684.82, ""method"": ""cod""}",2025-11-07T11:41:38.956161
idemp_PAY000263,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 18703.79, ""method"": ""upi""}",2025-11-17T06:13:38.956736
idemp_PAY000264,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 18703.79, ""method"": ""card""}",2025-11-17T05:37:38.956736
idemp_PAY000265,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8232.0, ""method"": ""card""}",2025-11-27T22:41:38.957223
idemp_PAY000266,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16403.75, ""method"": ""card""}",2025-11-23T01:58:38.957696
idemp_PAY000267,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 29298.31, ""method"": ""upi""}",2025-11-14T05:13:38.958281
idemp_PAY000268,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15081.74, ""method"": ""card""}",2025-11-18T14:22:38.958870
idemp_PAY000269,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 3769.92, ""method"": ""cod""}",2025-11-08T02:29:38.959360
idemp_PAY000270,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 4269.55, ""method"": ""upi""}",2025-11-10T18:03:38.959832
idemp_PAY000271,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2304.96, ""method"": ""card""}",2025-12-05T10:50:38.960284
idemp_PAY000272,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1021.22, ""method"": ""card""}",2025-12-03T15:30:38.960687
idemp_PAY000273,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16286.17, ""method"": ""upi""}",2025-12-03T13:15:38.961240
idemp_PAY000274,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1260.22, ""method"": ""wallet""}",2025-11-10T10:41:38.961651
idemp_PAY000275,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2498.72, ""method"": ""netbanking""}",2025-11-15T07:46:38.962067
idemp_PAY000276,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3075.62, ""method"": ""upi""}",2025-11-19T17:21:38.962534
idemp_PAY000277,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3075.62, ""method"": ""netbanking""}",2025-11-19T17:09:38.962534
idemp_PAY000278,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 19841.34, ""method"": ""card""}",2025-12-02T18:54:38.963128
idemp_PAY000279,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1811.04, ""method"": ""upi""}",2025-11-19T01:18:38.963554
idemp_PAY000280,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5281.41, ""method"": ""card""}",2025-11-26T21:16:38.963953
idemp_PAY000281,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 7288.59, ""method"": ""card""}",2025-11-17T03:19:38.964416
idemp_PAY000282,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 17836.0, ""method"": ""upi""}",2025-11-08T18:46:38.965021
idemp_PAY000283,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3125.49, ""method"": ""upi""}",2025-11-17T00:01:38.965428
idemp_PAY000284,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16274.77, ""method"": ""netbanking""}",2025-12-02T10:25:38.966025
idemp_PAY000285,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 3194.02, ""method"": ""upi""}",2025-11-12T19:44:38.966423
idemp_PAY000286,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 19621.3, ""method"": ""upi""}",2025-11-10T07:05:38.966896
idemp_PAY000287,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 2248.85, ""method"": ""card""}",2025-11-27T23:36:38.967313
idemp_PAY000288,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 9933.28, ""method"": ""upi""}",2025-11-19T03:39:38.967777
idemp_PAY000289,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 6223.39, ""method"": ""upi""}",2025-12-06T19:11:38.968246
idemp_PAY000290,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 7908.99, ""method"": ""upi""}",2025-11-21T19:05:38.968718
idemp_PAY000291,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4157.37, ""method"": ""card""}",2025-11-30T11:16:38.969551
idemp_PAY000292,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9274.72, ""method"": ""cod""}",2025-11-15T07:31:38.970212
idemp_PAY000293,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 9274.72, ""method"": ""upi""}",2025-11-15T07:37:38.970212
idemp_PAY000294,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8594.01, ""method"": ""card""}",2025-11-30T14:11:38.970750
idemp_PAY000295,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 6603.48, ""method"": ""card""}",2025-11-20T03:11:38.971400
idemp_PAY000296,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6603.47, ""method"": ""wallet""}",2025-11-20T02:54:38.971400
idemp_PAY000297,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16531.59, ""method"": ""wallet""}",2025-11-12T22:23:38.971982
idemp_PAY000298,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6409.76, ""method"": ""netbanking""}",2025-11-06T12:14:38.972486
idemp_PAY000299,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15606.14, ""method"": ""netbanking""}",2025-11-10T02:09:38.973170
idemp_PAY000300,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 11980.69, ""method"": ""upi""}",2025-11-23T23:24:38.973766
idemp_PAY000301,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16879.14, ""method"": ""card""}",2025-11-06T23:24:38.974356
idemp_PAY000302,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14402.96, ""method"": ""netbanking""}",2025-11-13T04:27:38.974770
idemp_PAY000303,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2905.06, ""method"": ""upi""}",2025-11-23T07:48:38.975207
idemp_PAY000304,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 784.78, ""method"": ""card""}",2025-12-06T03:33:38.975615
idemp_PAY000305,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 784.79, ""method"": ""upi""}",2025-12-06T03:47:38.975615
idemp_PAY000306,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 15911.44, ""method"": ""card""}",2025-12-06T04:28:38.976139
idemp_PAY000307,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 7735.17, ""method"": ""card""}",2025-11-20T02:56:38.976621
idemp_PAY000308,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3318.95, ""method"": ""upi""}",2025-11-18T09:07:38.977102
idemp_PAY000309,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3318.95, ""method"": ""upi""}",2025-11-18T08:46:38.977102
idemp_PAY000310,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12480.28, ""method"": ""card""}",2025-11-07T07:38:38.977684
idemp_PAY000311,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 3047.15, ""method"": ""upi""}",2025-11-23T11:04:38.978111
idemp_PAY000312,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 7758.55, ""method"": ""upi""}",2025-11-12T07:52:38.978635
idemp_PAY000313,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14815.96, ""method"": ""upi""}",2025-11-23T12:05:38.979227
idemp_PAY000314,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3370.75, ""method"": ""card""}",2025-11-30T16:45:38.979646
idemp_PAY000315,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 4376.32, ""method"": ""card""}",2025-11-10T04:21:38.980118
idemp_PAY000316,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 24038.4, ""method"": ""card""}",2025-12-05T16:46:38.980695
idemp_PAY000317,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 23273.77, ""method"": ""card""}",2025-12-01T18:59:38.981258
idemp_PAY000318,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 10538.08, ""method"": ""upi""}",2025-11-28T01:57:38.981753
idemp_PAY000319,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15105.37, ""method"": ""upi""}",2025-11-14T06:42:38.982342
idemp_PAY000320,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 8346.37, ""method"": ""upi""}",2025-11-23T17:52:38.982924
idemp_PAY000321,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8346.36, ""method"": ""upi""}",2025-11-23T18:50:38.982924
idemp_PAY000322,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16581.55, ""method"": ""upi""}",2025-11-28T06:40:38.983666
idemp_PAY000323,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15880.15, ""method"": ""wallet""}",2025-11-17T05:56:38.984355
idemp_PAY000324,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12014.97, ""method"": ""upi""}",2025-11-28T02:18:38.985017
idemp_PAY000325,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14907.48, ""method"": ""netbanking""}",2025-11-22T11:21:38.985533
idemp_PAY000326,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12457.55, ""method"": ""card""}",2025-11-22T16:33:38.986143
idemp_PAY000327,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8914.75, ""method"": ""upi""}",2025-11-17T18:44:38.986706
idemp_PAY000328,"{""status"": ""pending"", ""object"": ""payment"", ""amount"": 8825.7, ""method"": ""upi""}",2025-11-09T13:51:38.987262
idemp_PAY000329,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8825.69, ""method"": ""card""}",2025-11-09T13:44:38.987262
idemp_PAY000330,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15592.83, ""method"": ""card""}",2025-11-18T22:47:38.987706
idemp_PAY000331,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 10334.85, ""method"": ""card""}",2025-11-09T01:15:38.988269
idemp_PAY000332,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 10406.88, ""method"": ""upi""}",2025-11-14T12:36:38.988826
idemp_PAY000333,"{""status"": ""refunded"", ""object"": ""payment"", ""amount"": 17517.7, ""method"": ""card""}",2025-12-04T09:57:38.989371
idemp_PAY000334,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 13305.62, ""method"": ""card""}",2025-12-05T13:09:38.989898
idemp_PAY000335,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3394.39, ""method"": ""upi""}",2025-11-10T22:38:38.990326
idemp_PAY000336,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8348.96, ""method"": ""upi""}",2025-12-02T22:19:38.990917
idemp_PAY000337,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 24530.86, ""method"": ""card""}",2025-11-22T23:32:38.991515
idemp_PAY000338,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 16801.15, ""method"": ""cod""}",2025-12-03T19:51:38.992001
idemp_PAY000339,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 8897.62, ""method"": ""upi""}",2025-11-29T12:48:38.992392
idemp_PAY000340,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5301.41, ""method"": ""upi""}",2025-12-06T23:44:38.992793
idemp_PAY000341,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 9994.78, ""method"": ""upi""}",2025-12-04T15:53:38.993324
idemp_PAY000342,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6192.48, ""method"": ""upi""}",2025-11-15T11:33:38.993739
idemp_PAY000343,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 10566.86, ""method"": ""card""}",2025-12-06T07:44:38.994212
idemp_PAY000344,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 27235.58, ""method"": ""card""}",2025-11-16T21:12:38.994780
idemp_PAY000345,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 33576.44, ""method"": ""netbanking""}",2025-11-13T01:20:38.995382
idemp_PAY000346,"{""status"": ""refunded"", ""object"": ""payment"", ""amount"": 23766.11, ""method"": ""card""}",2025-12-05T19:46:38.995977
idemp_PAY000347,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 13917.57, ""method"": ""upi""}",2025-12-06T23:07:38.996569
idemp_PAY000348,"{""status"": ""refunded"", ""object"": ""payment"", ""amount"": 1341.65, ""method"": ""upi""}",2025-11-17T01:55:38.996989
idemp_PAY000349,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3249.68, ""method"": ""upi""}",2025-11-29T07:40:38.997462
idemp_PAY000350,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5886.64, ""method"": ""upi""}",2025-12-05T20:30:38.997923
idemp_PAY000351,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5886.63, ""method"": ""netbanking""}",2025-12-05T20:14:38.997923
idemp_PAY000352,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14090.41, ""method"": ""card""}",2025-11-08T16:24:38.998520
idemp_PAY000353,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1694.78, ""method"": ""card""}",2025-11-29T10:26:38.998915
idemp_PAY000354,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 32285.39, ""method"": ""card""}",2025-11-09T13:59:38.999503
idemp_PAY000355,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2616.77, ""method"": ""upi""}",2025-11-30T04:00:38.999900
idemp_PAY000356,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 7397.82, ""method"": ""upi""}",2025-11-29T12:36:39.000394
idemp_PAY000357,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3459.46, ""method"": ""card""}",2025-11-11T07:24:39.000802
idemp_PAY000358,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 11993.86, ""method"": ""card""}",2025-11-27T22:27:39.001379
idemp_PAY000359,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 2542.18, ""method"": ""card""}",2025-11-19T18:31:39.001790
idemp_PAY000360,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 14684.89, ""method"": ""cod""}",2025-11-26T04:09:39.002260
idemp_PAY000361,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 26286.4, ""method"": ""card""}",2025-11-09T19:11:39.002872
idemp_PAY000362,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2656.19, ""method"": ""upi""}",2025-12-02T11:03:39.003307
idemp_PAY000363,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 13111.95, ""method"": ""card""}",2025-12-03T01:14:39.003892
idemp_PAY000364,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2152.76, ""method"": ""upi""}",2025-11-12T17:10:39.004316
idemp_PAY000365,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3346.65, ""method"": ""card""}",2025-12-01T17:34:39.004778
idemp_PAY000366,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 1412.32, ""method"": ""card""}",2025-11-09T03:38:39.005191
idemp_PAY000367,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 8383.91, ""method"": ""upi""}",2025-11-20T14:01:39.005703
idemp_PAY000368,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 2700.1, ""method"": ""upi""}",2025-11-19T14:07:39.006120
idemp_PAY000369,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 3541.56, ""method"": ""netbanking""}",2025-11-10T10:38:39.006518
idemp_PAY000370,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 25861.38, ""method"": ""card""}",2025-11-20T20:03:39.007108
idemp_PAY000371,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 20719.01, ""method"": ""upi""}",2025-12-05T05:39:39.007691
idemp_PAY000372,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 20564.23, ""method"": ""card""}",2025-11-10T10:27:39.008293
idemp_PAY000373,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 15147.76, ""method"": ""wallet""}",2025-12-05T09:27:39.008829
idemp_PAY000374,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 7974.18, ""method"": ""card""}",2025-11-09T14:59:39.009392
idemp_PAY000375,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 5116.94, ""method"": ""card""}",2025-11-19T08:23:39.009951
idemp_PAY000376,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4953.98, ""method"": ""card""}",2025-11-08T04:20:39.010351
idemp_PAY000377,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 11200.19, ""method"": ""card""}",2025-11-10T02:06:39.010814
idemp_PAY000378,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4725.84, ""method"": ""netbanking""}",2025-11-14T13:23:39.011317
idemp_PAY000379,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4541.15, ""method"": ""upi""}",2025-11-30T09:00:39.011785
idemp_PAY000380,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 4126.98, ""method"": ""cod""}",2025-11-15T15:19:39.012194
idemp_PAY000381,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 18338.54, ""method"": ""upi""}",2025-11-17T15:20:39.012753
idemp_PAY000382,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 12726.04, ""method"": ""cod""}",2025-11-28T18:37:39.013174
idemp_PAY000383,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 6433.93, ""method"": ""netbanking""}",2025-11-30T16:40:39.013851
idemp_PAY000384,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 13859.34, ""method"": ""upi""}",2025-11-26T13:55:39.014411
idemp_PAY000385,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 4866.58, ""method"": ""upi""}",2025-11-23T08:51:39.014833
idemp_PAY000386,"{""status"": ""failed"", ""object"": ""payment"", ""amount"": 7685.78, ""method"": ""upi""}",2025-12-04T02:59:39.015375
idemp_PAY000387,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 4072.1, ""method"": ""wallet""}",2025-11-26T04:03:39.015844
idemp_PAY000388,"{""status"": ""success"", ""object"": ""payment"", ""amount"": 10169.6, ""method"": ""card""}",2025-11-11T18:51:39.016418
