order_id,customer_id,items,total_amount,status,created_at
ORD000228,354,"[{""sku"": ""SKU000292"", ""qty"": 3, ""unit_price"": 2762.61, ""line_total"": 8287.83}]",8287.83,delivered,2025-11-15T15:14:38.950287
ORD000229,162,"[{""sku"": ""SKU000028"", ""qty"": 1, ""unit_price"": 962.3, ""line_total"": 962.3}, {""sku"": ""SKU000811"", ""qty"": 2, ""unit_price"": 1700.0, ""line_total"": 3400.0}, {""sku"": ""SKU000278"", ""qty"": 2, ""unit_price"": 3574.78, ""line_total"": 7149.56}]",11511.86,delivered,2025-11-29T09:18:38.950817
ORD000230,276,"[{""sku"": ""SKU000239"", ""qty"": 1, ""unit_price"": 4547.67, ""line_total"": 4547.67}]",4547.67,cancelled,2025-11-15T18:35:38.951249
ORD000231,262,"[{""sku"": ""SKU000214"", ""qty"": 2, ""unit_price"": 3804.27, ""line_total"": 7608.54}]",7608.54,delivered,2025-11-27T20:04:38.951732
ORD000232,245,"[{""sku"": ""SKU000324"", ""qty"": 2, ""unit_price"": 1710.0, ""line_total"": 3420.0}, {""sku"": ""SKU000871"", ""qty"": 2, ""unit_price"": 1340.0, ""line_total"": 2680.0}, {""sku"": ""SKU000301"", ""qty"": 3, ""unit_price"": 2241.75, ""line_total"": 6725.25}, {""sku"": ""SKU000516"", ""qty"": 1, ""unit_price"": 1280.0, ""line_total"": 1280.0}]",14105.25,delivered,2025-11-09T12:46:38.952321
ORD000233,310,"[{""sku"": ""SKU000042"", ""qty"": 1, ""unit_price"": 1134.49, ""line_total"": 1134.49}, {""sku"": ""SKU000289"", ""qty"": 2, ""unit_price"": 2748.15, ""line_total"": 5496.3}, {""sku"": ""SKU000010"", ""qty"": 2, ""unit_price"": 840.8, ""line_total"": 1681.6}]",8312.39,delivered,2025-11-20T00:37:38.952851
ORD000234,300,"[{""sku"": ""SKU000509"", ""qty"": 1, ""unit_price"": 2490.0, ""line_total"": 2490.0}, {""sku"": ""SKU000364"", ""qty"": 2, ""unit_price"": 1110.0, ""line_total"": 2220.0}]",4710.0,delivered,2025-11-15T15:34:38.953350
ORD000235,158,"[{""sku"": ""SKU000408"", ""qty"": 1, ""unit_price"": 2070.0, ""line_total"": 2070.0}]",2070.0,shipped,2025-12-01T22:32:38.953770
ORD000236,423,"[{""sku"": ""SKU000550"", ""qty"": 1, ""unit_price"": 1580.0, ""line_total"": 1580.0}]",1580.0,delivered,2025-12-03T20:43:38.954190
ORD000237,355,"[{""sku"": ""SKU000684"", ""qty"": 1, ""unit_price"": 2000.0, ""line_total"": 2000.0}, {""sku"": ""SKU000723"", ""qty"": 1, ""unit_price"": 1590.0, ""line_total"": 1590.0}]",3590.0,shipped,2025-11-08T16:17:38.954655
ORD000238,406,"[{""sku"": ""SKU000234"", ""qty"": 2, ""unit_price"": 1457.09, ""line_total"": 2914.18}, {""sku"": ""SKU000242"", ""qty"": 2, ""unit_price"": 1871.29, ""line_total"": 3742.58}, {""sku"": ""SKU000027"", ""qty"": 2, ""unit_price"": 1270.73, ""line_total"": 2541.46}, {""sku"": ""SKU000803"", ""qty"": 2, ""unit_price"": 1140.0, ""line_total"": 2280.0}]",11478.22,shipped,2025-11-26T21:28:38.955255
ORD000239,167,"[{""sku"": ""SKU000461"", ""qty"": 3, ""unit_price"": 2020.0, ""line_total"": 6060.0}]",6060.0,delivered,2025-11-29T18:12:38.955669
ORD000240,219,"[{""sku"": ""SKU000241"", ""qty"": 2, ""unit_price"": 3871.51, ""line_total"": 7743.02}, {""sku"": ""SKU000163"", ""qty"": 1, ""unit_price"": 1991.69, ""line_total"": 1991.69}]",9734.71,delivered,2025-11-07T11:02:38.956161
ORD000241,335,"[{""sku"": ""SKU000092"", ""qty"": 3, ""unit_price"": 3972.38, ""line_total"": 11917.14}, {""sku"": ""SKU000127"", ""qty"": 3, ""unit_price"": 4636.49, ""line_total"": 13909.47}, {""sku"": ""SKU000216"", ""qty"": 2, ""unit_price"": 2817.32, ""line_total"": 5634.64}, {""sku"": ""SKU000690"", ""qty"": 2, ""unit_price"": 1310.0, ""line_total"": 2620.0}]",34081.25,delivered,2025-11-17T05:27:38.956736
ORD000242,216,"[{""sku"": ""SKU000324"", ""qty"": 3, ""unit_price"": 1710.0, ""line_total"": 5130.0}, {""sku"": ""SKU000524"", ""qty"": 1, ""unit_price"": 2370.0, ""line_total"": 2370.0}]",7500.0,delivered,2025-11-27T22:39:38.957223
ORD000243,422,"[{""sku"": ""SKU000104"", ""qty"": 3, ""unit_price"": 3828.37, ""line_total"": 11485.11}, {""sku"": ""SKU000387"", ""qty"": 2, ""unit_price"": 1730.0, ""line_total"": 3460.0}]",14945.11,delivered,2025-11-23T01:55:38.957696
ORD000244,275,"[{""sku"": ""SKU000084"", ""qty"": 2, ""unit_price"": 3134.68, ""line_total"": 6269.36}, {""sku"": ""SKU000032"", ""qty"": 3, ""unit_price"": 4279.63, ""line_total"": 12838.89}, {""sku"": ""SKU000682"", ""qty"": 3, ""unit_price"": 2620.0, ""line_total"": 7860.0}]",26968.25,shipped,2025-11-14T05:03:38.958281
ORD000245,352,"[{""sku"": ""SKU000018"", ""qty"": 1, ""unit_price"": 2685.56, ""line_total"": 2685.56}, {""sku"": ""SKU000449"", ""qty"": 2, ""unit_price"": 1780.0, ""line_total"": 3560.0}, {""sku"": ""SKU000823"", ""qty"": 1, ""unit_price"": 1990.0, ""line_total"": 1990.0}, {""sku"": ""SKU000245"", ""qty"": 3, ""unit_price"": 1882.25, ""line_total"": 5646.75}]",13882.31,shipped,2025-11-18T14:11:38.958870
ORD000246,372,"[{""sku"": ""SKU000565"", ""qty"": 3, ""unit_price"": 840.0, ""line_total"": 2520.0}, {""sku"": ""SKU000330"", ""qty"": 1, ""unit_price"": 880.0, ""line_total"": 880.0}]",3400.0,shipped,2025-11-08T02:11:38.959360
ORD000247,397,"[{""sku"": ""SKU000451"", ""qty"": 2, ""unit_price"": 1660.0, ""line_total"": 3320.0}, {""sku"": ""SKU000820"", ""qty"": 1, ""unit_price"": 610.0, ""line_total"": 610.0}]",3930.0,cancelled,2025-11-10T17:18:38.959832
ORD000248,231,"[{""sku"": ""SKU000747"", ""qty"": 2, ""unit_price"": 1050.0, ""line_total"": 2100.0}]",2100.0,delivered,2025-12-05T10:20:38.960284
ORD000249,143,"[{""sku"": ""SKU000657"", ""qty"": 1, ""unit_price"": 940.0, ""line_total"": 940.0}]",940.0,delivered,2025-12-03T15:26:38.960687
ORD000250,398,"[{""sku"": ""SKU000566"", ""qty"": 1, ""unit_price"": 1410.0, ""line_total"": 1410.0}, {""sku"": ""SKU000177"", ""qty"": 3, ""unit_price"": 4072.66, ""line_total"": 12217.98}, {""sku"": ""SKU000796"", ""qty"": 1, ""unit_price"": 1210.0, ""line_total"": 1210.0}]",14837.98,shipped,2025-12-03T12:27:38.961240
ORD000251,418,"[{""sku"": ""SKU000369"", ""qty"": 1, ""unit_price"": 1160.0, ""line_total"": 1160.0}]",1160.0,placed,2025-11-10T09:41:38.961651
ORD000252,122,"[{""sku"": ""SKU000738"", ""qty"": 2, ""unit_price"": 1150.0, ""line_total"": 2300.0}]",2300.0,shipped,2025-11-15T06:58:38.962067
ORD000253,159,"[{""sku"": ""SKU000068"", ""qty"": 1, ""unit_price"": 4394.26, ""line_total"": 4394.26}, {""sku"": ""SKU000782"", ""qty"": 1, ""unit_price"": 1210.0, ""line_total"": 1210.0}]",5604.26,delivered,2025-11-19T16:56:38.962534
ORD000254,353,"[{""sku"": ""SKU000535"", ""qty"": 3, ""unit_price"": 1140.0, ""line_total"": 3420.0}, {""sku"": ""SKU000086"", ""qty"": 3, ""unit_price"": 2674.81, ""line_total"": 8024.43}, {""sku"": ""SKU000412"", ""qty"": 3, ""unit_price"": 1070.0, ""line_total"": 3210.0}, {""sku"": ""SKU000813"", ""qty"": 2, ""unit_price"": 1620.0, ""line_total"": 3240.0}]",17894.43,delivered,2025-12-02T17:54:38.963128
ORD000255,132,"[{""sku"": ""SKU000817"", ""qty"": 1, ""unit_price"": 1650.0, ""line_total"": 1650.0}]",1650.0,cancelled,2025-11-19T01:02:38.963554
ORD000256,125,"[{""sku"": ""SKU000229"", ""qty"": 1, ""unit_price"": 4861.39, ""line_total"": 4861.39}]",4861.39,delivered,2025-11-26T20:21:38.963953
ORD000257,229,"[{""sku"": ""SKU000396"", ""qty"": 1, ""unit_price"": 810.0, ""line_total"": 810.0}, {""sku"": ""SKU000168"", ""qty"": 2, ""unit_price"": 2881.7, ""line_total"": 5763.4}]",6573.4,shipped,2025-11-17T02:43:38.964416
ORD000258,368,"[{""sku"": ""SKU000852"", ""qty"": 2, ""unit_price"": 1460.0, ""line_total"": 2920.0}, {""sku"": ""SKU000379"", ""qty"": 3, ""unit_price"": 1550.0, ""line_total"": 4650.0}, {""sku"": ""SKU000823"", ""qty"": 2, ""unit_price"": 1990.0, ""line_total"": 3980.0}, {""sku"": ""SKU000857"", ""qty"": 2, ""unit_price"": 2350.0, ""line_total"": 4700.0}]",16250.0,delivered,2025-11-08T17:48:38.965021
ORD000259,152,"[{""sku"": ""SKU000049"", ""qty"": 1, ""unit_price"": 2876.92, ""line_total"": 2876.92}]",2876.92,delivered,2025-11-16T23:08:38.965428
ORD000260,440,"[{""sku"": ""SKU000347"", ""qty"": 3, ""unit_price"": 2330.0, ""line_total"": 6990.0}, {""sku"": ""SKU000527"", ""qty"": 1, ""unit_price"": 1390.0, ""line_total"": 1390.0}, {""sku"": ""SKU000330"", ""qty"": 2, ""unit_price"": 880.0, ""line_total"": 1760.0}, {""sku"": ""SKU000124"", ""qty"": 1, ""unit_price"": 4687.6, ""line_total"": 4687.6}]",14827.6,placed,2025-12-02T10:00:38.966025
ORD000261,263,"[{""sku"": ""SKU000357"", ""qty"": 3, ""unit_price"": 980.0, ""line_total"": 2940.0}]",2940.0,delivered,2025-11-12T19:42:38.966423
ORD000262,396,"[{""sku"": ""SKU000103"", ""qty"": 1, ""unit_price"": 3748.08, ""line_total"": 3748.08}, {""sku"": ""SKU000108"", ""qty"": 3, ""unit_price"": 4649.3, ""line_total"": 13947.900000000001}]",17695.98,delivered,2025-11-10T07:00:38.966896
ORD000263,245,"[{""sku"": ""SKU000408"", ""qty"": 1, ""unit_price"": 2070.0, ""line_total"": 2070.0}]",2070.0,delivered,2025-11-27T22:51:38.967313
ORD000264,108,"[{""sku"": ""SKU000520"", ""qty"": 3, ""unit_price"": 2150.0, ""line_total"": 6450.0}, {""sku"": ""SKU000727"", ""qty"": 2, ""unit_price"": 1300.0, ""line_total"": 2600.0}]",9050.0,shipped,2025-11-19T03:36:38.967777
ORD000265,186,"[{""sku"": ""SKU000610"", ""qty"": 2, ""unit_price"": 1410.0, ""line_total"": 2820.0}, {""sku"": ""SKU000458"", ""qty"": 3, ""unit_price"": 950.0, ""line_total"": 2850.0}]",5670.0,delivered,2025-12-06T18:30:38.968246
ORD000266,304,"[{""sku"": ""SKU000771"", ""qty"": 2, ""unit_price"": 2470.0, ""line_total"": 4940.0}, {""sku"": ""SKU000502"", ""qty"": 2, ""unit_price"": 1170.0, ""line_total"": 2340.0}]",7280.0,delivered,2025-11-21T18:29:38.968718
ORD000267,237,"[{""sku"": ""SKU000814"", ""qty"": 1, ""unit_price"": 720.0, ""line_total"": 720.0}, {""sku"": ""SKU000109"", ""qty"": 1, ""unit_price"": 1329.43, ""line_total"": 1329.43}, {""sku"": ""SKU000564"", ""qty"": 2, ""unit_price"": 850.0, ""line_total"": 1700.0}]",3749.43,delivered,2025-11-30T10:39:38.969551
ORD000268,440,"[{""sku"": ""SKU000347"", ""qty"": 3, ""unit_price"": 2330.0, ""line_total"": 6990.0}, {""sku"": ""SKU000492"", ""qty"": 3, ""unit_price"": 2390.0, ""line_total"": 7170.0}, {""sku"": ""SKU000635"", ""qty"": 2, ""unit_price"": 1370.0, ""line_total"": 2740.0}]",16900.0,delivered,2025-11-15T07:14:38.970212
ORD000269,373,"[{""sku"": ""SKU000055"", ""qty"": 1, ""unit_price"": 3850.54, ""line_total"": 3850.54}, {""sku"": ""SKU000850"", ""qty"": 2, ""unit_price"": 2030.0, ""line_total"": 4060.0}]",7910.54,shipped,2025-11-30T13:43:38.970750
ORD000270,441,"[{""sku"": ""SKU000284"", ""qty"": 2, ""unit_price"": 1056.33, ""line_total"": 2112.66}, {""sku"": ""SKU000607"", ""qty"": 2, ""unit_price"": 1310.0, ""line_total"": 2620.0}, {""sku"": ""SKU000148"", ""qty"": 1, ""unit_price"": 2158.37, ""line_total"": 2158.37}, {""sku"": ""SKU000677"", ""qty"": 2, ""unit_price"": 2510.0, ""line_total"": 5020.0}]",11911.03,delivered,2025-11-20T02:34:38.971400
ORD000271,234,"[{""sku"": ""SKU000524"", ""qty"": 3, ""unit_price"": 2370.0, ""line_total"": 7110.0}, {""sku"": ""SKU000887"", ""qty"": 2, ""unit_price"": 1590.0, ""line_total"": 3180.0}, {""sku"": ""SKU000003"", ""qty"": 1, ""unit_price"": 4619.44, ""line_total"": 4619.44}]",14909.44,placed,2025-11-12T21:37:38.971982
ORD000272,310,"[{""sku"": ""SKU000525"", ""qty"": 3, ""unit_price"": 1520.0, ""line_total"": 4560.0}, {""sku"": ""SKU000799"", ""qty"": 1, ""unit_price"": 1340.0, ""line_total"": 1340.0}]",5900.0,delivered,2025-11-06T12:13:38.972486
ORD000273,394,"[{""sku"": ""SKU000213"", ""qty"": 1, ""unit_price"": 2103.64, ""line_total"": 2103.64}, {""sku"": ""SKU000179"", ""qty"": 2, ""unit_price"": 3300.68, ""line_total"": 6601.36}, {""sku"": ""SKU000898"", ""qty"": 2, ""unit_price"": 2300.0, ""line_total"": 4600.0}, {""sku"": ""SKU000382"", ""qty"": 1, ""unit_price"": 1060.0, ""line_total"": 1060.0}]",14365.0,delivered,2025-11-10T02:05:38.973170
ORD000274,321,"[{""sku"": ""SKU000172"", ""qty"": 2, ""unit_price"": 2937.55, ""line_total"": 5875.1}, {""sku"": ""SKU000610"", ""qty"": 2, ""unit_price"": 1410.0, ""line_total"": 2820.0}, {""sku"": ""SKU000556"", ""qty"": 1, ""unit_price"": 2110.0, ""line_total"": 2110.0}]",10805.1,delivered,2025-11-23T22:46:38.973766
ORD000275,215,"[{""sku"": ""SKU000565"", ""qty"": 3, ""unit_price"": 840.0, ""line_total"": 2520.0}, {""sku"": ""SKU000424"", ""qty"": 1, ""unit_price"": 1080.0, ""line_total"": 1080.0}, {""sku"": ""SKU000193"", ""qty"": 3, ""unit_price"": 3978.92, ""line_total"": 11936.76}]",15536.76,delivered,2025-11-06T22:48:38.974356
ORD000276,346,"[{""sku"": ""SKU000116"", ""qty"": 3, ""unit_price"": 4419.17, ""line_total"": 13257.51}]",13257.51,delivered,2025-11-13T03:59:38.974770
ORD000277,417,"[{""sku"": ""SKU000902"", ""qty"": 2, ""unit_price"": 1310.0, ""line_total"": 2620.0}]",2620.0,cancelled,2025-11-23T06:55:38.975207
ORD000278,270,"[{""sku"": ""SKU000354"", ""qty"": 1, ""unit_price"": 1430.0, ""line_total"": 1430.0}]",1430.0,delivered,2025-12-06T03:25:38.975615
ORD000279,200,"[{""sku"": ""SKU000629"", ""qty"": 2, ""unit_price"": 1030.0, ""line_total"": 2060.0}, {""sku"": ""SKU000030"", ""qty"": 3, ""unit_price"": 4195.34, ""line_total"": 12586.02}]",14646.02,placed,2025-12-06T03:38:38.976139
ORD000280,442,"[{""sku"": ""SKU000558"", ""qty"": 2, ""unit_price"": 2330.0, ""line_total"": 4660.0}, {""sku"": ""SKU000459"", ""qty"": 2, ""unit_price"": 1230.0, ""line_total"": 2460.0}]",7120.0,cancelled,2025-11-20T02:48:38.976621
ORD000281,200,"[{""sku"": ""SKU000864"", ""qty"": 2, ""unit_price"": 2280.0, ""line_total"": 4560.0}, {""sku"": ""SKU000417"", ""qty"": 1, ""unit_price"": 1550.0, ""line_total"": 1550.0}]",6110.0,delivered,2025-11-18T08:33:38.977102
ORD000282,146,"[{""sku"": ""SKU000818"", ""qty"": 3, ""unit_price"": 1600.0, ""line_total"": 4800.0}, {""sku"": ""SKU000237"", ""qty"": 2, ""unit_price"": 728.87, ""line_total"": 1457.74}, {""sku"": ""SKU000521"", ""qty"": 1, ""unit_price"": 1330.0, ""line_total"": 1330.0}, {""sku"": ""SKU000856"", ""qty"": 3, ""unit_price"": 1300.0, ""line_total"": 3900.0}]",11487.74,delivered,2025-11-07T07:15:38.977684
ORD000283,154,"[{""sku"": ""SKU000289"", ""qty"": 1, ""unit_price"": 2748.15, ""line_total"": 2748.15}]",2748.15,delivered,2025-11-23T10:20:38.978111
ORD000284,204,"[{""sku"": ""SKU000211"", ""qty"": 1, ""unit_price"": 3076.94, ""line_total"": 3076.94}, {""sku"": ""SKU000118"", ""qty"": 1, ""unit_price"": 2621.71, ""line_total"": 2621.71}, {""sku"": ""SKU000752"", ""qty"": 1, ""unit_price"": 1370.0, ""line_total"": 1370.0}]",7068.65,placed,2025-11-12T07:00:38.978635
ORD000285,201,"[{""sku"": ""SKU000309"", ""qty"": 1, ""unit_price"": 3612.81, ""line_total"": 3612.81}, {""sku"": ""SKU000758"", ""qty"": 3, ""unit_price"": 1370.0, ""line_total"": 4110.0}, {""sku"": ""SKU000136"", ""qty"": 1, ""unit_price"": 4135.7, ""line_total"": 4135.7}, {""sku"": ""SKU000685"", ""qty"": 1, ""unit_price"": 1640.0, ""line_total"": 1640.0}]",13498.51,placed,2025-11-23T11:20:38.979227
ORD000286,342,"[{""sku"": ""SKU000858"", ""qty"": 2, ""unit_price"": 1520.0, ""line_total"": 3040.0}]",3040.0,shipped,2025-11-30T16:30:38.979646
ORD000287,359,"[{""sku"": ""SKU000028"", ""qty"": 3, ""unit_price"": 962.3, ""line_total"": 2886.8999999999996}, {""sku"": ""SKU000382"", ""qty"": 1, ""unit_price"": 1060.0, ""line_total"": 1060.0}]",3946.9,delivered,2025-11-10T03:47:38.980118
ORD000288,250,"[{""sku"": ""SKU000266"", ""qty"": 1, ""unit_price"": 4106.64, ""line_total"": 4106.64}, {""sku"": ""SKU000865"", ""qty"": 1, ""unit_price"": 1310.0, ""line_total"": 1310.0}, {""sku"": ""SKU000239"", ""qty"": 3, ""unit_price"": 4547.67, ""line_total"": 13643.01}, {""sku"": ""SKU000607"", ""qty"": 2, ""unit_price"": 1310.0, ""line_total"": 2620.0}]",21679.65,placed,2025-12-05T15:48:38.980695
ORD000289,102,"[{""sku"": ""SKU000867"", ""qty"": 3, ""unit_price"": 1040.0, ""line_total"": 3120.0}, {""sku"": ""SKU000359"", ""qty"": 3, ""unit_price"": 2280.0, ""line_total"": 6840.0}, {""sku"": ""SKU000103"", ""qty"": 3, ""unit_price"": 3748.08, ""line_total"": 11244.24}]",21204.24,delivered,2025-12-01T18:22:38.981258
ORD000290,284,"[{""sku"": ""SKU000445"", ""qty"": 1, ""unit_price"": 2140.0, ""line_total"": 2140.0}, {""sku"": ""SKU000615"", ""qty"": 3, ""unit_price"": 2520.0, ""line_total"": 7560.0}]",9700.0,delivered,2025-11-28T01:51:38.981753
ORD000291,375,"[{""sku"": ""SKU000076"", ""qty"": 3, ""unit_price"": 1396.87, ""line_total"": 4190.61}, {""sku"": ""SKU000100"", ""qty"": 3, ""unit_price"": 1357.52, ""line_total"": 4072.56}, {""sku"": ""SKU000363"", ""qty"": 3, ""unit_price"": 1200.0, ""line_total"": 3600.0}, {""sku"": ""SKU000881"", ""qty"": 1, ""unit_price"": 1760.0, ""line_total"": 1760.0}]",13623.17,shipped,2025-11-14T06:33:38.982342
ORD000292,409,"[{""sku"": ""SKU000331"", ""qty"": 2, ""unit_price"": 2180.0, ""line_total"": 4360.0}, {""sku"": ""SKU000643"", ""qty"": 2, ""unit_price"": 1630.0, ""line_total"": 3260.0}, {""sku"": ""SKU000141"", ""qty"": 2, ""unit_price"": 2592.59, ""line_total"": 5185.18}, {""sku"": ""SKU000342"", ""qty"": 2, ""unit_price"": 1280.0, ""line_total"": 2560.0}]",15365.18,placed,2025-11-23T17:51:38.982924
ORD000293,337,"[{""sku"": ""SKU000539"", ""qty"": 2, ""unit_price"": 2120.0, ""line_total"": 4240.0}, {""sku"": ""SKU000291"", ""qty"": 3, ""unit_price"": 1534.28, ""line_total"": 4602.84}, {""sku"": ""SKU000586"", ""qty"": 3, ""unit_price"": 1320.0, ""line_total"": 3960.0}, {""sku"": ""SKU000638"", ""qty"": 2, ""unit_price"": 1230.0, ""line_total"": 2460.0}]",15262.84,placed,2025-11-28T05:57:38.983666
ORD000294,212,"[{""sku"": ""SKU000327"", ""qty"": 1, ""unit_price"": 1050.0, ""line_total"": 1050.0}, {""sku"": ""SKU000539"", ""qty"": 1, ""unit_price"": 2120.0, ""line_total"": 2120.0}, {""sku"": ""SKU000061"", ""qty"": 3, ""unit_price"": 3815.74, ""line_total"": 11447.22}]",14617.22,delivered,2025-11-17T05:29:38.984355
ORD000295,129,"[{""sku"": ""SKU000356"", ""qty"": 1, ""unit_price"": 740.0, ""line_total"": 740.0}, {""sku"": ""SKU000657"", ""qty"": 1, ""unit_price"": 940.0, ""line_total"": 940.0}, {""sku"": ""SKU000054"", ""qty"": 2, ""unit_price"": 4633.29, ""line_total"": 9266.58}]",10946.58,shipped,2025-11-28T02:09:38.985017
ORD000296,230,"[{""sku"": ""SKU000093"", ""qty"": 3, ""unit_price"": 3526.9, ""line_total"": 10580.7}, {""sku"": ""SKU000297"", ""qty"": 1, ""unit_price"": 3141.21, ""line_total"": 3141.21}]",13721.91,shipped,2025-11-22T10:21:38.985533
ORD000297,293,"[{""sku"": ""SKU000727"", ""qty"": 2, ""unit_price"": 1300.0, ""line_total"": 2600.0}, {""sku"": ""SKU000109"", ""qty"": 3, ""unit_price"": 1329.43, ""line_total"": 3988.29}, {""sku"": ""SKU000847"", ""qty"": 2, ""unit_price"": 1600.0, ""line_total"": 3200.0}, {""sku"": ""SKU000185"", ""qty"": 1, ""unit_price"": 1678.53, ""line_total"": 1678.53}]",11466.82,cancelled,2025-11-22T16:16:38.986143
ORD000298,423,"[{""sku"": ""SKU000542"", ""qty"": 2, ""unit_price"": 1380.0, ""line_total"": 2760.0}, {""sku"": ""SKU000355"", ""qty"": 3, ""unit_price"": 820.0, ""line_total"": 2460.0}, {""sku"": ""SKU000362"", ""qty"": 2, ""unit_price"": 1410.0, ""line_total"": 2820.0}]",8040.0,cancelled,2025-11-17T18:01:38.986706
ORD000299,334,"[{""sku"": ""SKU000884"", ""qty"": 2, ""unit_price"": 2430.0, ""line_total"": 4860.0}, {""sku"": ""SKU000374"", ""qty"": 3, ""unit_price"": 2260.0, ""line_total"": 6780.0}, {""sku"": ""SKU000196"", ""qty"": 2, ""unit_price"": 2303.8, ""line_total"": 4607.6}]",16247.6,shipped,2025-11-09T13:18:38.987262
ORD000300,133,"[{""sku"": ""SKU000124"", ""qty"": 3, ""unit_price"": 4687.6, ""line_total"": 14062.800000000001}]",14062.8,placed,2025-11-18T22:17:38.987706
ORD000301,418,"[{""sku"": ""SKU000386"", ""qty"": 2, ""unit_price"": 2690.0, ""line_total"": 5380.0}, {""sku"": ""SKU000441"", ""qty"": 2, ""unit_price"": 720.0, ""line_total"": 1440.0}, {""sku"": ""SKU000235"", ""qty"": 1, ""unit_price"": 2692.93, ""line_total"": 2692.93}]",9512.93,shipped,2025-11-09T00:17:38.988269
ORD000302,171,"[{""sku"": ""SKU000774"", ""qty"": 1, ""unit_price"": 1640.0, ""line_total"": 1640.0}, {""sku"": ""SKU000169"", ""qty"": 2, ""unit_price"": 1691.94, ""line_total"": 3383.88}, {""sku"": ""SKU000087"", ""qty"": 1, ""unit_price"": 4361.83, ""line_total"": 4361.83}]",9385.71,delivered,2025-11-14T12:10:38.988826
ORD000303,231,"[{""sku"": ""SKU000404"", ""qty"": 3, ""unit_price"": 1760.0, ""line_total"": 5280.0}, {""sku"": ""SKU000533"", ""qty"": 2, ""unit_price"": 2700.0, ""line_total"": 5400.0}, {""sku"": ""SKU000468"", ""qty"": 2, ""unit_price"": 2640.0, ""line_total"": 5280.0}]",15960.0,delivered,2025-12-04T09:08:38.989371
ORD000304,312,"[{""sku"": ""SKU000092"", ""qty"": 1, ""unit_price"": 3972.38, ""line_total"": 3972.38}, {""sku"": ""SKU000313"", ""qty"": 1, ""unit_price"": 3557.64, ""line_total"": 3557.64}, {""sku"": ""SKU000531"", ""qty"": 3, ""unit_price"": 1490.0, ""line_total"": 4470.0}]",12000.02,placed,2025-12-05T12:59:38.989898
ORD000305,114,"[{""sku"": ""SKU000303"", ""qty"": 1, ""unit_price"": 3092.56, ""line_total"": 3092.56}]",3092.56,placed,2025-11-10T22:30:38.990326
ORD000306,228,"[{""sku"": ""SKU000591"", ""qty"": 1, ""unit_price"": 1370.0, ""line_total"": 1370.0}, {""sku"": ""SKU000157"", ""qty"": 1, ""unit_price"": 3739.73, ""line_total"": 3739.73}, {""sku"": ""SKU000657"", ""qty"": 1, ""unit_price"": 940.0, ""line_total"": 940.0}, {""sku"": ""SKU000440"", ""qty"": 1, ""unit_price"": 1480.0, ""line_total"": 1480.0}]",7529.73,delivered,2025-12-02T21:19:38.990917
ORD000307,196,"[{""sku"": ""SKU000019"", ""qty"": 1, ""unit_price"": 4885.66, ""line_total"": 4885.66}, {""sku"": ""SKU000257"", ""qty"": 1, ""unit_price"": 3194.05, ""line_total"": 3194.05}, {""sku"": ""SKU000182"", ""qty"": 3, ""unit_price"": 4681.36, ""line_total"": 14044.079999999998}]",22123.79,shipped,2025-11-22T22:53:38.991515
ORD000308,443,"[{""sku"": ""SKU000728"", ""qty"": 3, ""unit_price"": 2080.0, ""line_total"": 6240.0}, {""sku"": ""SKU000288"", ""qty"": 3, ""unit_price"": 3022.39, ""line_total"": 9067.17}]",15307.17,shipped,2025-12-03T19:13:38.992001
ORD000309,307,"[{""sku"": ""SKU000508"", ""qty"": 3, ""unit_price"": 2730.0, ""line_total"": 8190.0}]",8190.0,delivered,2025-11-29T12:08:38.992392
ORD000310,144,"[{""sku"": ""SKU000647"", ""qty"": 3, ""unit_price"": 1610.0, ""line_total"": 4830.0}]",4830.0,placed,2025-12-06T23:14:38.992793
ORD000311,375,"[{""sku"": ""SKU000257"", ""qty"": 1, ""unit_price"": 3194.05, ""line_total"": 3194.05}, {""sku"": ""SKU000532"", ""qty"": 2, ""unit_price"": 1580.0, ""line_total"": 3160.0}, {""sku"": ""SKU000901"", ""qty"": 2, ""unit_price"": 1330.0, ""line_total"": 2660.0}]",9014.05,delivered,2025-12-04T15:49:38.993324
ORD000312,137,"[{""sku"": ""SKU000584"", ""qty"": 3, ""unit_price"": 1900.0, ""line_total"": 5700.0}]",5700.0,cancelled,2025-11-15T11:22:38.993739
ORD000313,228,"[{""sku"": ""SKU000603"", ""qty"": 1, ""unit_price"": 1670.0, ""line_total"": 1670.0}, {""sku"": ""SKU000682"", ""qty"": 3, ""unit_price"": 2620.0, ""line_total"": 7860.0}]",9530.0,shipped,2025-12-06T07:37:38.994212
ORD000314,305,"[{""sku"": ""SKU000082"", ""qty"": 3, ""unit_price"": 4812.41, ""line_total"": 14437.23}, {""sku"": ""SKU000328"", ""qty"": 3, ""unit_price"": 1520.0, ""line_total"": 4560.0}, {""sku"": ""SKU000301"", ""qty"": 1, ""unit_price"": 2241.75, ""line_total"": 2241.75}, {""sku"": ""SKU000278"", ""qty"": 1, ""unit_price"": 3574.78, ""line_total"": 3574.78}]",24813.76,shipped,2025-11-16T20:17:38.994780
